"fare_amount","pickup_longitude","pickup_latitude","dropoff_longitude","dropoff_latitude","passenger_count","year","month","day","dayofweek","hour","timeofday","dist"
8.9,-73.939093,40.805102,-73.956073,40.771995,5,2011,4,4,2,18,"Night",3.94914225515662
13.5,-73.981627,40.78042,-74.008465,40.734012,2,2014,3,3,2,23,"Night",5.63373651727429
5,-74.00269,40.739438,-73.994579,40.75057,2,2014,5,19,2,20,"Night",1.41389639532981
5.3,-73.958749,40.781019,-73.945876,40.778165,1,2011,12,7,4,19,"Night",1.12940758749812
7.7,-73.98779,40.721226,-73.992425,40.735723,1,2012,6,17,1,2,"Night",1.65863294500561
9,-73.969465,40.79798,-73.982315,40.776767,1,2013,1,1,3,14,"Evening",2.59503662363793
16.1,-73.988568,40.732097,-73.957498,40.742657,1,2011,10,8,7,0,"Night",2.8690443880051
4.9,-73.966597,40.794345,-73.965682,40.803808,2,2012,7,30,2,16,"Evening",1.05505263975853
5.5,-73.999432,40.749066,-73.995077,40.738264,1,2012,9,9,1,10,"Mid-Day",1.25591196332115
57.33,-73.781127,40.645007,-73.981802,40.762515,1,2013,6,14,6,17,"Evening",21.374787667505
8.5,-73.956606,40.771111,-73.977111,40.776811,3,2014,2,28,6,22,"Night",1.83931736837818
9.5,-73.981932,40.777668,-73.960058,40.809688,1,2014,6,10,3,14,"Evening",4.00844501288011
7.5,-73.95310211,40.7887001,-73.95677948,40.80590439,1,2015,3,29,1,13,"Mid-Day",1.93791254825995
7.5,-73.991995,40.74499,-73.986237,40.729637,2,2013,9,21,7,2,"Night",1.77476797089014
8.1,-73.988988,40.777013,-73.997445,40.760155,1,2009,8,31,2,10,"Mid-Day",2.00525913913241
5.7,-73.966612,40.759278,-73.975773,40.755462,1,2012,6,26,3,13,"Mid-Day",0.88058738493978
14.1,-73.987365,40.738572,-73.977218,40.775352,1,2010,1,21,5,8,"Morning",4.17809838978543
5.7,-73.989807,40.74123,-73.993917,40.726492,1,2011,7,21,5,15,"Evening",1.67498024856219
7,-73.95906,40.781061,-73.96206,40.768604,1,2013,11,6,4,11,"Mid-Day",1.40800236438894
12,-73.985652,40.72212,-73.970955,40.751952,1,2014,2,9,1,2,"Night",3.54075273366219
11.5,-73.95511627,40.76898956,-73.98423767,40.74843979,1,2015,4,18,7,8,"Morning",3.35224349577626
12.1,-73.870936,40.773703,-73.914269,40.753681,1,2010,3,27,7,22,"Night",4.2749865858303
26.67,-73.958063,40.760414,-73.861443,40.768181,1,2010,6,15,3,13,"Mid-Day",8.18296880379005
4.5,-73.98674,40.755362,-73.995713,40.764137,1,2010,9,13,2,9,"Mid-Day",1.23418783142983
10.1,-73.984556,40.742882,-73.959081,40.763551,1,2011,4,4,2,20,"Night",3.1443237228598
7.7,-73.981019,40.781874,-73.981997,40.756597,1,2011,5,8,1,10,"Mid-Day",2.81188059148343
19,-73.97402,40.762828,-73.940839,40.726467,1,2014,8,21,5,10,"Mid-Day",4.91537026406582
14,-73.988594,40.753364,-73.989319,40.723218,1,2013,10,31,5,11,"Mid-Day",3.3526387493351
5,-73.987888,40.721048,-73.983132,40.731187,1,2013,11,15,6,1,"Night",1.19652201440174
43.5,-73.98020935,40.78373337,-74.01134491,40.64415741,1,2015,5,10,1,22,"Night",15.7404293498181
8,-74.01072693,40.71009064,-73.99810028,40.72290039,1,2015,6,20,7,9,"Mid-Day",1.77800942679918
8.7,-73.977984,40.754546,-73.958947,40.779093,4,2009,3,13,6,17,"Evening",3.16551718099784
3.7,-73.970892,40.755915,-73.966747,40.760517,1,2011,1,27,5,21,"Night",0.619468906243999
20.5,-73.965723,40.758641,-73.937824,40.855636,1,2011,11,24,5,1,"Night",11.0380011888719
34,-73.97489929,40.75109482,-73.90854645,40.8818779,2,2015,6,2,3,23,"Night",15.5775665334446
52.83,-73.8730545,40.774086,-73.98272705,40.77149582,1,2015,3,19,5,12,"Mid-Day",9.23985071890653
6.1,-73.978945,40.76707,-73.977897,40.783568,1,2009,7,16,5,22,"Night",1.83661520967704
8.5,-73.976877,40.759192,-73.991685,40.74981,1,2013,6,22,7,13,"Mid-Day",1.62606721368999
20,-73.893177,40.790756,-73.892578,40.788483,1,2014,3,10,2,19,"Night",0.257727704950928
10.5,-73.985881,40.7383,-73.96499,40.775237,1,2010,5,28,6,8,"Morning",4.46826876198781
26.5,-73.776747,40.645265,-73.813803,40.709035,1,2012,3,10,7,22,"Night",7.74893393471851
8,-73.96178436,40.7595787,-73.97894287,40.7726059,4,2015,6,1,2,21,"Night",2.04608333493724
10.6,-73.994279,40.690409,-74.016739,40.709063,1,2009,1,26,2,0,"Night",2.80845120223592
4.5,-73.965372,40.759256,-73.97487,40.752373,1,2010,9,21,3,7,"Morning",1.10715604057501
9.7,-73.977829,40.788979,-73.967935,40.760508,1,2011,3,9,4,22,"Night",3.27362144294699
20.5,-73.968619,40.766432,-74.008559,40.704591,1,2011,12,5,2,8,"Morning",7.65567401281543
9.3,-73.982229,40.731822,-73.980239,40.760162,1,2012,1,6,6,10,"Mid-Day",3.15572023406668
18.5,-74.005385,40.707002,-73.992793,40.750742,1,2014,5,25,1,21,"Night",4.97806020836241
5,-73.982751,40.762738,-73.978354,40.764564,2,2014,4,27,1,21,"Night",0.422326606271964
34,-73.863506,40.769985,-73.97582,40.765446,1,2009,8,3,2,8,"Morning",9.47197210684201
23.5,-73.992028,40.75497,-73.912663,40.780157,1,2012,11,8,5,20,"Night",7.2467940884324
4.5,-73.980909,40.774585,-73.98136,40.779419,3,2009,12,11,6,15,"Evening",0.538856098281519
8,-73.985217,40.742177,-73.99998,40.726917,1,2013,12,7,7,13,"Mid-Day",2.10392455959591
5.5,-74.004822,40.741812,-74.007312,40.733577,2,2014,12,24,4,11,"Mid-Day",0.939414913872923
6.1,-73.98795,40.757852,-73.988227,40.749963,1,2009,3,23,2,20,"Night",0.877527021094982
4.9,-73.970442,40.764695,-73.961907,40.765392,4,2010,3,23,3,17,"Evening",0.722969568169532
5.3,-73.993085,40.752002,-73.980337,40.76483,1,2010,1,26,3,14,"Evening",1.78536289749329
8.1,-73.99097,40.742158,-73.977728,40.72673,1,2011,7,5,3,14,"Evening",2.046424068151
20.33,-73.994718,40.750306,-73.950511,40.728566,1,2013,4,1,2,0,"Night",4.44020463719455
4.5,-73.955282,40.768865,-73.949683,40.776472,1,2013,6,28,6,20,"Night",0.968388476555001
7,-74.002792,40.760515,-74.004415,40.741973,1,2014,5,12,2,12,"Mid-Day",2.06630407901905
7.7,-73.987145,40.722568,-74.005402,40.739583,1,2009,7,11,7,12,"Mid-Day",2.43847177079202
7.3,-73.990575,40.746117,-74.003227,40.751447,1,2009,10,16,6,10,"Mid-Day",1.21949444891364
33.07,-73.862764,40.769064,-73.984033,40.752842,2,2010,6,9,4,14,"Evening",10.3717580362677
36.5,-73.873068,40.774183,-73.978847,40.762062,5,2011,5,4,4,13,"Mid-Day",9.00949995395373
5,-73.99436,40.72039,-73.98577,40.72304,2,2014,1,1,4,5,"Morning",0.78158139312124
23.5,-73.958585,40.775615,-74.00048,40.737611,1,2014,6,25,4,17,"Evening",5.50545823681301
6.1,-73.97985,40.786315,-73.985068,40.774133,1,2012,5,9,4,15,"Evening",1.4240459579881
11,-73.956597,40.777432,-73.980035,40.763175,1,2013,1,12,7,18,"Night",2.53157962432424
11.3,-73.975868,40.790142,-74.006695,40.751278,5,2009,9,20,1,11,"Mid-Day",5.04125789156254
8.1,-73.990397,40.75103,-73.981137,40.764718,1,2009,11,15,1,19,"Night",1.71023667517675
8.9,-74.000763,40.729744,-73.974662,40.749159,3,2010,3,28,1,22,"Night",3.08161615537298
4.5,-73.99784,40.68295,-73.980198,40.676842,1,2011,2,19,7,22,"Night",1.6353837547763
11,-73.978836,40.764745,-73.984774,40.745978,1,2013,1,31,5,19,"Night",2.1458973467364
8.5,-73.9768585,40.7611113,-73.9846326,40.7587737,1,2013,7,4,5,16,"Evening",0.704478157809903
8.1,-73.978916,40.78712,-73.957307,40.783588,1,2010,1,15,6,11,"Mid-Day",1.86122568707341
6.9,-73.996268,40.738123,-73.98238,40.73617,1,2010,9,19,1,15,"Evening",1.1900961752578
6,-73.971462,40.761332,-73.980797,40.768002,1,2013,11,19,3,22,"Night",1.08081336923068
5.3,-73.988927,40.760223,-73.991474,40.750591,1,2009,4,27,2,20,"Night",1.09230471894486
6.1,-73.980068,40.743103,-73.991181,40.750228,1,2011,11,27,1,0,"Night",1.22642135540017
9.5,-73.995776,40.748921,-73.968821,40.764391,2,2012,11,10,7,0,"Night",2.84845835058585
11.5,-73.97941,40.766107,-74.003015,40.750522,1,2013,12,18,4,9,"Mid-Day",2.63742942976352
17,-74.01294708,40.70524216,-73.98070526,40.7422142,6,2015,3,14,7,9,"Mid-Day",4.92782628210287
5.3,-73.978002,40.778607,-73.970662,40.788625,1,2009,7,30,5,14,"Evening",1.27389073436464
10,-73.995883,40.743785,-73.990057,40.767137,1,2013,6,11,3,16,"Evening",2.64258746065423
15.5,-73.957675,40.717887,-73.942583,40.686397,1,2014,12,8,2,1,"Night",3.72548743955752
6.9,-73.977757,40.762991,-73.983801,40.779518,1,2010,6,11,6,17,"Evening",1.90689744495147
18.1,-73.986592,40.761807,-74.010659,40.704133,1,2011,5,1,1,12,"Mid-Day",6.72603194773712
15.5,-73.99411774,40.75117874,-73.97511292,40.75645828,1,2015,5,21,5,9,"Mid-Day",1.70507354400319
10.1,-73.982334,40.722411,-73.964907,40.755644,1,2012,2,3,6,1,"Night",3.97634183399842
21.5,-73.955235,40.773077,-74.007955,40.71711,6,2013,3,22,6,19,"Night",7.64553048361755
8.5,-73.99413,40.76668,-73.98861,40.75705,1,2014,10,4,7,20,"Night",1.16737603311162
7.3,-73.988883,40.73405,-73.992385,40.724842,1,2012,8,12,1,16,"Evening",1.06555832928455
2.5,-73.9495632680724,40.7399132339344,-73.9503248505141,40.7395930449678,1,2014,5,29,5,5,"Morning",0.0733796186527755
8.5,-73.958118,40.773086,-73.946941,40.779994,1,2014,9,16,3,15,"Evening",1.21481901476375
6.1,-73.970447,40.75779,-73.969687,40.769923,5,2010,7,25,1,9,"Mid-Day",1.35064554435525
14.1,-73.981097,40.764483,-73.99185,40.722037,1,2012,2,25,7,19,"Night",4.805930714291
6,-73.9742,40.762693,-73.979824,40.755547,1,2013,12,30,2,15,"Evening",0.925076194681035
8.5,-73.958823,40.783588,-73.978697,40.777533,1,2014,12,5,6,13,"Mid-Day",1.8037351344661
8,-73.9879303,40.72850037,-74.00728607,40.72747803,1,2015,5,4,2,9,"Mid-Day",1.6349758060657
5.3,-73.971913,40.75925,-73.962905,40.77216,1,2012,4,25,4,16,"Evening",1.6236555901862
10.5,-73.978389,40.757757,-73.980442,40.733626,1,2014,1,6,2,19,"Night",2.6888128261053
5.5,-73.97077942,40.75881577,-73.97015381,40.74894333,1,2015,2,20,6,7,"Morning",1.09902932860232
13,-73.981813712,40.755378994,-73.977060499,40.757472273,1,2012,11,15,5,8,"Morning",0.463104635343876
8.5,-73.99476,40.765585,-73.996026,40.758698,1,2014,4,29,3,9,"Mid-Day",0.773186726645898
6.1,-73.953316,40.767588,-73.971527,40.757499,1,2010,11,26,6,16,"Evening",1.90024993543741
12.9,-73.975224,40.765201,-73.998754,40.728,1,2010,12,26,1,11,"Mid-Day",4.58696990995967
10,-73.979022,40.777667,-73.992172,40.721555,5,2014,2,1,7,21,"Night",6.33693898489305
8.5,-74.005547,40.745687,-74.011247,40.728733,6,2014,7,8,3,20,"Night",1.94540744503961
4.9,-73.954665,40.773395,-73.94686,40.776093,1,2010,4,15,5,18,"Night",0.722461806823593
6,-73.964483,40.764431,-73.956576,40.779852,1,2012,9,26,4,13,"Mid-Day",1.83947545430324
5,-73.98214,40.772705,-73.988691,40.774325,1,2014,1,10,6,8,"Morning",0.58031016753387
13.5,-73.98265,40.753748,-74.00793,40.741922,1,2013,3,2,7,15,"Evening",2.50286973934605
33.83,-73.97330475,40.7563858,-73.87244415,40.77430725,1,2015,3,11,4,14,"Evening",8.72489502675387
25.7,-73.991729,40.760501,-73.861246,40.767619,1,2009,9,2,4,5,"Morning",11.0176869905248
13.7,-73.992128,40.739535,-73.95814,40.768797,3,2010,5,21,6,8,"Morning",4.33395993154681
10.5,-73.997265,40.719963,-73.994268,40.754212,1,2011,10,16,1,22,"Night",3.81667708583497
5.7,-73.953871,40.766331,-73.962465,40.774757,1,2012,3,7,4,11,"Mid-Day",1.18388956301331
9,-73.993372,40.736177,-73.978277,40.75786,2,2013,8,24,7,17,"Evening",2.72582649203517
22.5,-73.98071,40.782635,-74.00204,40.719425,1,2014,2,6,5,11,"Mid-Day",7.25465282079245
7.5,-73.954463,40.769887,-73.961627,40.77936,1,2014,2,6,5,11,"Mid-Day",1.21386141479892
14.1,-73.992131,40.724066,-73.98057,40.762877,1,2011,4,20,4,18,"Night",4.4241259966442
9.3,-73.972108,40.759308,-73.999263,40.761322,1,2012,5,3,5,21,"Night",2.29804915339206
4,-73.990366,40.757343,-73.985373,40.760604,1,2014,2,22,7,18,"Night",0.555281810075387
5.5,-73.99223,40.725887,-73.993782,40.735277,1,2014,10,3,6,16,"Evening",1.05227815788161
9.3,-73.975782,40.74727,-73.96611,40.762933,1,2009,5,18,2,12,"Mid-Day",1.92276808924168
7.3,-73.999627,40.743547,-73.98927,40.756862,2,2010,6,26,7,9,"Mid-Day",1.71849281999061
4.5,-73.988446,40.770843,-73.985985,40.777708,1,2013,6,20,5,12,"Mid-Day",0.790982536102034
5.7,-73.966422,40.767587,-73.973363,40.75827,2,2010,4,10,7,16,"Evening",1.18955197433145
8,-74.005382,40.749044,-73.99412,40.761185,1,2014,11,15,7,13,"Mid-Day",1.64997135751609
20.5,-74.01159668,40.70290756,-73.972229,40.76314545,2,2015,5,20,4,20,"Night",7.47450183665214
9.3,-73.9927,40.7372,-73.9683,40.7624,1,2011,10,16,1,11,"Mid-Day",3.47512511037009
8.5,-73.990387,40.73118,-74.0021,40.70805,2,2011,10,21,6,8,"Morning",2.75486489339614
8.1,-73.990138,40.740232,-73.99523,40.718407,1,2012,3,24,7,22,"Night",2.46446779105557
5,-73.980617,40.74487,-73.98711,40.749577,5,2013,12,9,2,9,"Mid-Day",0.757050029363112
5.3,-73.99201,40.755538,-73.99796,40.755995,5,2009,1,16,6,5,"Morning",0.503738623191973
5.3,-73.988323,40.722913,-74.002315,40.729572,1,2010,4,21,4,13,"Mid-Day",1.39228910449143
6.9,-73.982628,40.771032,-73.984127,40.748062,2,2011,7,1,6,8,"Morning",2.55726597572815
8.5,-73.948403,40.78258,-73.968905,40.787675,1,2014,10,21,3,7,"Morning",1.81671768497394
6.5,-73.975256,40.756147,-73.960543,40.775509,1,2012,7,2,2,8,"Morning",2.48406182233184
29,-74.00324,40.733577,-73.94855,40.723342,1,2012,9,15,7,2,"Night",4.74688257100466
21,-73.978553,40.766717,-74.016195,40.711052,6,2014,1,29,4,22,"Night",6.95483245833536
14.5,-73.947043,40.780107,-73.989034,40.751587,2,2009,1,2,6,10,"Mid-Day",4.75004377296236
32.9,-73.982762,40.769003,-73.87262,40.774533,1,2009,9,12,7,10,"Mid-Day",9.29539619528154
6.1,-73.978292,40.782962,-73.961085,40.806684,1,2011,5,17,3,7,"Morning",3.00931018796787
13,-73.985802,40.777477,-73.987414,40.754369,1,2013,11,7,5,10,"Mid-Day",2.57307622989942
15,-73.9942,40.751005,-73.97559,40.759188,1,2014,7,11,6,12,"Mid-Day",1.8124863108565
4.9,-73.968848,40.759129,-73.976118,40.765747,1,2010,2,3,4,14,"Evening",0.957304395647687
8.9,-73.981872,40.760252,-74.002232,40.740567,5,2010,11,11,5,21,"Night",2.78075541181513
8.1,-73.993127,40.736777,-74.010699,40.720116,1,2012,4,5,5,20,"Night",2.37163769613991
6,-73.986575,40.75505,-73.980971,40.765857,1,2013,4,30,3,16,"Evening",1.29105380330844
57.33,-73.79025,40.643705,-74.00227,40.734542,1,2014,5,12,2,23,"Night",20.5325580469694
8,-73.974292,40.793455,-73.978205,40.778272,1,2014,5,20,3,13,"Mid-Day",1.7201153993416
8.5,-73.959937,40.780397,-73.974948,40.798193,1,2009,11,28,7,17,"Evening",2.34793234803755
8.9,-73.976061,40.75818,-73.948436,40.78255,1,2010,1,31,1,15,"Evening",3.57141519626302
10.5,-73.96501,40.769925,-73.968125,40.778048,5,2010,8,6,6,9,"Mid-Day",0.940552904829859
10.1,-74.010347,40.720153,-73.99492,40.769032,2,2010,9,8,4,15,"Evening",5.58832088041601
49.8,-73.983851,40.761851,-73.783129,40.643785,3,2011,11,15,3,13,"Mid-Day",21.4160920638758
5,-73.98371124,40.74961853,-73.99261475,40.74286652,1,2015,2,1,1,17,"Evening",1.06125428072093
6,-73.95761871,40.76677322,-73.95582581,40.77876663,1,2015,2,16,2,17,"Evening",1.34212521081402
13.3,-73.99771,40.756485,-73.987518,40.721337,2,2010,2,26,6,23,"Night",4.00149926341908
7,-73.97834778,40.76491165,-73.98352814,40.76810837,1,2015,4,9,5,7,"Morning",0.562746873712967
10.5,-73.999733,40.73322,-73.985659,40.759156,2,2012,3,28,4,13,"Mid-Day",3.1181538173583
56.8,-73.978817,40.761517,-73.789255,40.642677,1,2012,12,21,6,13,"Mid-Day",20.7357437667451
14.5,-73.984045,40.748432,-74.009758,40.722695,1,2013,12,4,4,18,"Night",3.58937463848976
6.5,-73.970799,40.751642,-73.980333,40.748303,1,2011,1,14,6,17,"Evening",0.884787957328706
5.7,-73.99171,40.731902,-73.97907,40.745213,1,2011,6,2,5,14,"Evening",1.82341643806201
13,-73.961407,40.716362,-73.994242,40.694847,1,2013,5,2,5,1,"Night",3.65841336520746
18.5,-73.980992,40.744531,-73.948478,40.778086,1,2011,11,10,5,0,"Night",4.62822192147273
14.1,-73.957312,40.776963,-73.990408,40.751271,2,2012,6,17,1,18,"Night",3.99131810976683
4.5,-73.952804,40.782491,-73.961038,40.774978,2,2010,1,9,7,21,"Night",1.08562678562602
24,-73.874483,40.774095,-73.967098,40.711603,1,2014,7,20,1,11,"Mid-Day",10.4481798896471
25.7,-73.979952,40.726656,-73.951914,40.813041,1,2010,1,16,7,13,"Mid-Day",9.8915134203037
3.3,-73.998082,40.741128,-73.993909,40.739392,1,2011,8,30,3,10,"Mid-Day",0.401081803356592
8.5,-73.954353,40.779059,-73.985525,40.755313,1,2012,3,26,2,5,"Morning",3.72335963881723
5.3,-74.003192,40.732796,-73.999881,40.719227,1,2010,7,31,7,22,"Night",1.53438466002588
4.5,-73.982442,40.742135,-73.992495,40.738278,1,2011,6,12,1,1,"Night",0.949359563036235
3.7,-73.987127,40.733377,-73.981355,40.74125,2,2009,1,11,1,22,"Night",1.00144366216257
8.1,-73.976809,40.775044,-73.967976,40.762807,1,2011,7,26,3,11,"Mid-Day",1.55074394895309
16.1,-74.00461,40.716322,-74.003732,40.658428,1,2010,8,3,3,14,"Evening",6.43794473341137
12.9,-73.979746,40.781009,-73.980523,40.738272,1,2011,5,22,1,0,"Night",4.75258817479474
8.1,-73.989393,40.726381,-73.997417,40.714365,2,2011,8,20,7,13,"Mid-Day",1.49749387375279
9.5,-73.957788,40.781995,-73.96262,40.764742,1,2013,3,14,5,11,"Mid-Day",1.96112120484004
23.5,-73.944145,40.702737,-73.913985,40.77846,2,2014,9,2,3,0,"Night",8.79506076610501
2.5,-74.0017642683695,40.7295988296047,-74.005433,40.726685,2,2009,2,22,1,22,"Night",0.447827183888626
11,-73.95822,40.768717,-73.989314,40.739968,1,2009,3,28,7,20,"Night",4.13266037853219
6.1,-73.984847,40.761632,-73.965846,40.754548,2,2011,10,10,2,18,"Night",1.78374839199672
28,-73.87093,40.773787,-73.966003,40.755425,1,2014,7,13,1,11,"Mid-Day",8.26316462880772
10,-73.99276,40.751162,-73.98098,40.752827,1,2014,7,23,4,8,"Morning",1.0094104018799
10.1,-73.987997,40.737872,-73.988583,40.757525,1,2009,4,3,6,11,"Mid-Day",2.18587138169542
7.7,-73.982377,40.739743,-73.959688,40.758598,5,2011,4,30,7,4,"Morning",2.83701647798511
8,-73.976248,40.760885,-73.991236,40.750376,1,2014,3,26,4,22,"Night",1.72025157615329
6.1,-73.953432,40.766765,-73.968447,40.7649,1,2009,7,16,5,18,"Night",1.28141504772344
20.5,-73.98646,40.751527,-73.953732,40.787725,1,2012,9,13,5,11,"Mid-Day",4.87821938095372
9.5,-74.003197,40.744075,-74.00067,40.726062,1,2013,11,19,3,10,"Mid-Day",2.01423897752155
7,-73.95893,40.763626,-73.973753,40.759813,1,2014,2,14,6,5,"Morning",1.31846250506648
8.5,-73.98732,40.738957,-74.004458,40.707322,1,2011,7,13,4,7,"Morning",3.80259260996852
7.5,-73.964127,40.792641,-73.979984,40.782037,2,2014,5,30,6,21,"Night",1.78116047055497
11.5,-73.95744324,40.76170349,-73.97323608,40.78707886,1,2015,6,22,2,19,"Night",3.11929839837625
7.7,-73.998418,40.735472,-74.01432,40.713072,1,2010,4,29,5,8,"Morning",2.82837064365147
6.1,-73.978192,40.745775,-73.975422,40.73007,2,2011,12,14,4,20,"Night",1.7618419023268
38.5,-73.977473,40.746538,-73.851405,40.689473,2,2012,9,2,1,23,"Night",12.3753184952567
11.5,-73.98195648,40.76792145,-73.97608948,40.7951889,2,2015,5,28,5,11,"Mid-Day",3.07197965809544
6,-73.980914,40.779513,-73.970524,40.796703,1,2012,9,24,2,23,"Night",2.10208207309288
17,-74.016361,40.712852,-73.984364,40.729531,1,2013,5,2,5,18,"Night",3.27273387356826
7.5,-73.988477,40.739202,-74.001812,40.740582,1,2014,8,15,6,21,"Night",1.13390716133968
5.5,-73.97361755,40.78464127,-73.97045135,40.79611969,2,2015,5,16,7,11,"Mid-Day",1.3038781299289
6.9,-73.979605,40.752025,-73.993742,40.756685,1,2011,3,20,1,17,"Evening",1.29864139150733
3,-73.994313,40.735362,-73.997212,40.73681,1,2013,2,15,6,12,"Mid-Day",0.292549032399351
63,-73.998881,40.734511,-73.971341,40.760929,1,2014,3,3,2,19,"Night",3.7431910157955
38.8,-73.97462,40.756922,-73.864002,40.767872,1,2012,11,30,6,11,"Mid-Day",9.39566017983619
6,-74.000405,40.71857,-74.00004,40.726592,1,2013,3,10,1,4,"Morning",0.892535885729552
6.5,-73.980695,40.742047,-73.97293,40.759006,1,2014,6,18,4,7,"Morning",1.9959747821604
14.5,-73.977567,40.778957,-73.991272,40.72782,1,2014,8,1,6,1,"Night",5.80217702833107
4.1,-73.993962,40.735152,-74.00358,40.732207,1,2009,4,10,6,17,"Evening",0.874056273384799
13.3,-74.005752,40.717735,-73.962639,40.766952,2,2010,8,21,7,14,"Evening",6.56831061594324
6,-74.003502,40.738745,-73.993317,40.752022,3,2012,12,8,7,23,"Night",1.7075593226177
6.5,-73.987437,40.738262,-73.975865,40.74594,1,2013,1,16,4,16,"Evening",1.29589660998452
12.5,-74.006545,40.716519,-73.993427,40.752308,1,2013,3,25,2,11,"Mid-Day",4.13019546189306
21.5,-73.965747,40.77121,-74.005188,40.729157,1,2014,5,9,6,12,"Mid-Day",5.736205150711
38.1,-74.00761,40.725875,-73.867393,40.859275,1,2010,11,13,7,4,"Morning",18.9568665258179
10.1,-73.993027,40.725563,-73.958591,40.717069,1,2011,7,10,1,2,"Night",3.0518767647619
4.5,-73.966902,40.76209,-73.972658,40.761098,1,2010,4,28,4,18,"Night",0.497176597863093
5.3,-73.987885,40.749152,-73.975165,40.759095,3,2011,12,17,7,13,"Mid-Day",1.53959242040894
8,-74.004978,40.719012,-74.006807,40.706832,1,2013,10,31,5,23,"Night",1.36309919104925
7.7,-73.999556,40.738662,-73.979409,40.727603,1,2009,7,30,5,21,"Night",2.09616003261958
7.5,-73.986717,40.76152,-73.968675,40.796662,2,2012,10,1,2,9,"Mid-Day",4.19252143968644
5.5,-73.95622253,40.78130722,-73.9595108,40.77655029,1,2015,3,17,3,13,"Mid-Day",0.597029303904765
7.7,-73.997631,40.724238,-74.009196,40.710869,1,2009,3,1,1,18,"Night",1.77760444702189
8.1,-73.978894,40.763859,-73.946947,40.779657,1,2010,2,12,6,21,"Night",3.21298850021164
5.5,-73.976995,40.763962,-73.978033,40.757489,1,2014,7,12,7,13,"Mid-Day",0.725054699925432
6.5,-73.98194122,40.74060822,-73.99118042,40.748909,1,2015,6,13,7,7,"Morning",1.20737821826145
4.5,-73.99758,40.729132,-73.991998,40.725226,1,2013,8,6,3,23,"Night",0.640228366740479
7,-73.945542,40.774462,-73.957452,40.783008,1,2013,9,24,3,18,"Night",1.38155409082655
17.5,-73.961757,40.76281,-73.999328,40.7493,1,2014,2,19,4,12,"Mid-Day",3.50305487633742
4.9,-73.96498,40.759943,-73.971154,40.764252,2,2011,2,13,1,14,"Evening",0.707078901251035
6,-73.963967,40.808232,-73.972693,40.793455,1,2013,6,1,7,12,"Mid-Day",1.79981883011281
4.5,-73.99303,40.762935,-73.99059,40.757643,5,2010,3,11,5,20,"Night",0.623296966087445
10.5,-73.97248,40.784842,-73.954747,40.775662,1,2014,9,22,2,11,"Mid-Day",1.80867987734112
